key,stars,helpful_yes,helpful_no,text
34_bj,5,1.0,0.0,This is honestly the best flavor I have ever had. It is amazing but not overwhelming sweet.
34_bj,5,1.0,0.0,It took every inch of my will power not to eat the entire container in one sitting.
34_bj,5,1.0,0.0,My favorite flavor growing up and now I can enjoy it once again
34_bj,5,1.0,0.0,LOVE THIS FLAVOR. PLZ NEVER DISCONTINUE THIS FLAVOR.
35_bj,5,8.0,0.0,"Now you have to be in a peanut butter mood to have this ice cream, but when you are, its the best. Im impressed. It would be easy to make the rookie mistake of going for the cream when youre only feeling somewhat ~nutty~ but this is a flavor that makes you commit. So before you purchase, ask yourself, am I feeling nuts enough for this today? If the answer is yes, then taking home a pint of this ice cream will probably be the best decision you make all day. This is not necessarily my favorite flavor, but it is a fantastic one."
35_bj,5,2.0,0.0,"What can I say about this one? It’s a simple concoction: peanut butter ice cream loaded with little peanut butter cups, and it is SUBLIME! As per usual, the ice cream flavor and texture are perfect and the pb cups are also. It’s also very dense and heavy so you feel good n’ full after you polish off a full pint (if you manage it). This is one amazing pint that always makes me feel better. I could eat this every night!"
35_bj,5,5.0,1.0,I love peanut butter ice cream an d an never find it. Peanut butter cups are also my favorite candy. This combination is the absolute best. I hope you consider changing your pint slice to the peanut butter ice cream instead of the vanilla.
35_bj,5,6.0,1.0,Addict since the first time i tasted. WAY TOO PERFECT!!!
35_bj,5,3.0,0.0,"If you love peanut butter, this is the one for you!! Sometimes theres not enough peanut butter cups, but the peanut butter ice cream is good all on its own."
35_bj,5,3.0,1.0,"This is as good as it gets. My absolute favorite B&J flavor, as well as probably my favorite flavor of icecream. It broke my heart when they stopped producing it in my country."
35_bj,5,1.0,0.0,I am addicted to this ice cream. The only negative thing I can come up with is when there are too many butter cup chunks are in the same pot. They are just too hard and too sweet to be eaten without a sufficient amount of that smooth and mild peanut ice cream.
35_bj,5,1.0,0.0,"After trying the magnum peanut butter flavour last week, I had to try this and its just as good! Smmoth peanut butter gives texture to the ice cream (and you can still taste the cream!) and the chunky chocolate gives the contrast."
35_bj,5,1.0,0.0,Really even if you are not a fan this ice cream will blow your mind !!!!!
35_bj,5,2.0,1.0,I have eaten this many many times... It is literally perfection.
36_bj,5,9.0,0.0,"This ice cream actually had me spend a whole Sunday afternoon going to 3 different Targets to purchase it! I finally found some at the 3rd Target but was fully prepared to go to a 4th if necessary. THAT is how good this ice cream is!! The chocolate is rich, the peanut butter is perfectly blended in but then you get COOKIES TOO?? It just makes your mouth happy! I was addicted from the first spoonful and buy it in 3s whenever I find it. I almost hate to tell people about it because then its less for me!!! Dont ever stop making it or we will be picketing in front of your factory!! LOL"
36_bj,5,10.0,0.0,NOTHING ELSE MATTERS. TARGET RUNS OUT. HELP! RUINED FOR ALL OTHER ICE CREAM
36_bj,3,12.0,2.0,"This is a tough one for me. I’ve tried 3 pints of this and the flavor is great. The chocolate ice cream base is perfect. It’s rich and creamy. The flavor of peanut butter and cookie swirls is also really really good. My problem is with how hard the swirls are. In my 3 pints, they were so hard that I could barely crack them with my spoon and they come out in one really big mass which makes eating the ice cream a bit of a wrestling match. But it all tastes SO good! It’s really decedent and rich and extremely filling. I will continue to buy it, I just wish it was easier to eat."
36_bj,5,15.0,0.0,"PLEASE sell this product in other places aside from target. Half the time they are out. If you havent tried it, you must. Love, love love."
36_bj,5,7.0,0.0,"Im addicted!! Target shows this is an ""exclusive & limited"" flavor...PLEASE...dont get rid of this!!!"
36_bj,5,4.0,0.0,I can only find this at Target. From the first bite I immediately consumed the whole pint. Totally worth it. I love peanut butter Swirls and ice cream and the nice cookie crunch was a pleasant surprise. This is the only ice cream I will eat from now on
36_bj,5,3.0,0.0,This ice cream is amazing. Never ever get rid of it!!
36_bj,5,1.0,0.0,"I was shopping at target about 3 weeks ago, and Im a peanut butter junkie, seen thus out of the corner of my eye. that night tried it the peanut butter infused, with cookie crunch, and chocolate ice cream, holy moly... my only upset is they only had 2 and since then I have not been able to find at either Meijers, Wal-Marts, and target has not received more so Im dieing over here. If ur a peanut butter, chocolate with a cookie crunch person this is the best combo to date"
36_bj,5,4.0,1.0,"What a wonderful combination! I thought you couldnt beat the combination of chocolate and peanut butter, but you totally did when you added chocolate cookie swirls to the mix. Thank you! Please keep making this flavor, it is my favorite by far!"
36_bj,5,1.0,0.0,"This flavor is incredible! Please take this off the special edition list and make it a regular flavor. It is perfection! Perfect blend of chocolate and peanut butter are delicious, and the PB swirls are exactly what I’ve been looking for. No other company makes an ice cream flavor like this. I have been buying it every time I go to Target. In fact it has increased my overall ice cream sales significantly. Thank you!! Please keep this flavor in circulation."
36_bj,5,2.0,0.0,I got this randomly when I was at target one day and Im in love! Hands down the best chocolate peanut butter ice cream ever. I do usually get it at target because its cheaper there... but the grocery store next to my house does sell it!
36_bj,5,2.0,0.0,This is a MUST. I tried it for the first time about a month ago. Ive been looking for it ever since. EUREKA!!! I found it again yesterday and bought two. I so love this flavor! THANK YOU for being so wonderful.
36_bj,5,2.0,0.0,SO good! I would make a special trip to Target just to get this. VERY glad that B&J resisted putting hard chunks in this flavor like they do in so many of their flavors. This is rich and chewy and perfect.
36_bj,5,2.0,0.0,"I love all Ben and Jerry’s and this is my absolute favorite! I’ve been stocking up since it’s an exclusive. I would hate to see this flavor go, definitely should be added to the list of full time flavors!!"
36_bj,5,2.0,0.0,And it’s not even close! Just wish it was everywhere instead of just at Target. Three times I have planned on making it last multiple evenings. All three times I finished the whole pint in one sitting.
36_bj,5,2.0,0.0,"This might be the best flavor of ice cream ever!! Please consider selling it at non Target locations so everyone can get their hands on this! At the very least, dont stop selling it there!"
36_bj,5,2.0,0.0,This is the only flavor I buy anymore. It is the epitome of ice cream. I dare anyone to try it and say otherwise.
36_bj,5,1.0,0.0,"This is my favorite Ben & Jerrys flavor. I go out of my way to Target to buy it and no other ice cream compares. Please make this one full time and expand it to Walmart or something!! Its the perfect combination of salty and sweet, peanut butter and chocolate. The cookie crunch is the icing on the... ice cream. Anyway, its wonderful."
36_bj,5,1.0,0.0,I saw this flavor on the website and went to my local Target to get it. I was in love after my first bite. I love the combination of the peanut butter and rich chocolate ice cream. The cookie swirl is so good! Please dont stop making this flavor. It is one of your best in my opinion. This is my new favorite flavor!
36_bj,5,1.0,0.0,Its. So. Good. Definitely the best flavor to come out in a long time! But please make it available in places other than Target. Its inconvenient to get to and they never stock enough of this flavor. Give the people what they want! More Peanut Butter World!
36_bj,5,1.0,0.0,Im always searching for ice cream with peanut butter and often disappointed by the sparse amounts of peanut butter. The peanut butter world ice cream has the perfect blend of peanut butter and chocolate. I hope this flavor remains available!
36_bj,5,1.0,0.0,"I never have to think about it if someone asks me my favorite ice cream flavor - its Peanut Butter World, hands down! I really wish I could find it in more stores than Target. It is the perfect ice cream flavor. Please never stop making it!"
36_bj,5,1.0,0.0,Made a special trip to target just to try all the new flavors and so far this is my favorite! If you like peanut butter you will love this! I think I’m going to need to make another hour trip to target again to get more!
36_bj,5,1.0,0.0,This is the best ice cream ever. It’s the only flavor I eat. The peanut butter is the very best flavor and the cookie texture is the bomb. I wish it wasn’t exclusive and I could find it more places. Love love love this.
36_bj,5,1.0,0.0,Just found this flavor today and ate the whole pint already. I love Peanut Butter Fudge Core and this is soooo much creamier and the cookies add a nice texture. Please don’t take this one away!!!
36_bj,5,1.0,0.0,"This flavour is amazing! It’s like my favourite parts of the Tonight Dough, in its own pint. Can you please bring this one to Canada? I promise we love PB in the great white north."
36_bj,5,1.0,0.0,"This is, without question, the best ice cream flavor in the world....and I consider myself an expert. I only wish I could find it at other spots besides Target."
36_bj,5,1.0,0.0,"PB World is my favorite ice cream flavor ever. Its hard to find on my town! If I cant find it, I go with my #2--Chocolate Fudge Brownie."
36_bj,5,1.0,0.0,Had never seen this one before but it changed my life. Been a B&Js fan for as long as I can remember and this is definitely my new #1!
36_bj,5,1.0,0.0,"This is my favorite ice cream flavor ever, and I’m addicted to ice cream! Only wish it was sold in more stores than just Target!!"
36_bj,5,1.0,0.0,This is my new favorite! I hope Ben & Jerrys always carries Peanut Butter World because it makes the world a better place :)
36_bj,5,1.0,0.0,This was an example of heaven on Earth. By far the best ice cream flavor yet to be invented. 14/10 recommend.
36_bj,5,1.0,0.0,please never take this flavor away its amazing im so inlove with it please keep it 10/10
36_bj,5,1.0,0.0,This is the best flavor Ben and Jerrys has come out with!
37_bj,5,22.0,6.0,"I feel like Im literally addicted to Ben and Jerrys Phish Food! It seems as if I cant get enough of the super creamy chocolate ice cream with the heavenly swirls of Marshmallow and Carmel throughout it and the wonderful little bonuses of fudge fish that are so ""chocolatey"" that they quench my desires & cravings!! But then as I start to see my spoon scraping the bottom of the container I rush to my freezer just to make sure Ive got 1 more pint of Phish Food in there for later!!! Phish Food has all the ""bells & whistles"" that will please any ice cream chocohlic!!! My final words: Ben and Jerrys Phish Food Ice Cream is DAMNDIDDLYICIOUS!!!!!!! (my made up word for very delicious)"
37_bj,5,8.0,0.0,"I cannot speak more highly of this flavour. I love that it has the perfect balance of both taste and texture: The sweet and soft marshmallow swirls, offset by the mildly bitter and crunchy fudge fish, and tied together with caramel. I usually eat a whole pint on my own, and would save each ""phish"" so I get one in each spoonful towards the end. I always wish there was more! Nevertheless, its still my favourite flavour, and I hope it doesnt get forgotten or overshadowed by the newer products. This brand is so expensive in my country, but I still save up and buy it as often as I can. Its THAT good."
37_bj,5,10.0,0.0,"Sometimes I think, man, Ben and Jerrys is kinda expensive... then I see this flavor on the shelf and Im ready to go in debt. Let me just say, you guys need to put marshmallows in your ice cream more often (in recipes that make sense of course lol). The texture for this ice cream is wonderful and I really think its because of the marshmallows. I have never bought Phish Food and been unsatisfied. And the thing is: I dont even care for chocolate ice cream. Its the flavor I always come back to, even when I swear to try something different."
37_bj,5,14.0,0.0,"I have never been a fan of any chocolate-based ice cream, but phish food (& b&j fudge brownie) is the exception. It is the perfect combination of ingredients. Best dessert Ive even had."
37_bj,5,4.0,1.0,I tried this for the first time last week and holy cow!! This pregnant girl is never getting another dessert
37_bj,5,7.0,0.0,This is our favorite flavor in our household!!! Im obsessed w the ooey gooey marshmallows with a scoop of a phish and a Carmel swirl mmmm.... if only I can buy a bag of the chocolate fish they put in there!! That would be even more amazing! Is there anyway to just get the little chocolate fish?? ;) my fiancé would be ecstatic! Haha hes always digging for the fish in my pint
37_bj,5,6.0,2.0,"One day I was in an extra curricular activity and a friend of mine was placing Phish Food in the freezer. It was a hot day and I am basically okay with any kind of ice cream so I asked if I could have it and she said, Sure. I went and grabbed a plastic spoon from the cabinet, opened the pint, and stuck the spoon in scooping up some ice cream. Before that moment I thought all ice cream was more or less similar. Boy, was I wrong! After tasting that first spoon full, I knew it was the most amazing ice cream I ever tasted!"
37_bj,5,7.0,0.0,"Oh my god! My new favorite! I cannot say enough about how good this one is. The fudgy chocolate ice cream, the fudge chunks and the copious amounts of marshmallow and caramel! I’m making myself hungry for it so I need to stop typing this. IT. IS. SO. GOOD!"
37_bj,5,2.0,0.0,"Ben and Jerrys ice cream has always been a source of Unique flavors, but none as uniquely perfect as Phish Food. Ive been eating Phish Food ice cream since I can remember. No flavor has yet to match it and Ive tried a lot of ice cream."
37_bj,5,3.0,0.0,"You can fight me on this but you’re wrong. Phish Food is the best flavor ever made. And not just by Ben and Jerry’s, but any company in the history of the freezer case. Nothing comes close to this ridiculous combination of chocolate, fudge, marshmallow and caramel. I am so thankful for this ice cream!"
37_bj,5,8.0,2.0,This ice cream is so amazing with the marshmallow swirls and fudge fish! Please make a Non-Dairy/Vegan Phish food so I can enjoy this creation but as a vegan!
37_bj,5,4.0,2.0,"Arguably the best Ben and Jerrys flavor, its possible to eat an entire pint alone and not notice until the spoon scrapes the bottom. Its that good. The little fish are adorable, AND they taste like the best chocolate ever. I wish I could buy them by the bag, their perfectly melt in your mouth amazing. Add the caramel and marshmellow and its super sweet, but doesnt pass the line of Too Sweet. Much love to Ben & Jerry for their amazing ice cream!"
37_bj,5,3.0,0.0,"I always check for ""new"" flavors or ""limited batch"" selections, however Phish Food is my go-to! My absolute favorite flavor....the gooey caramel and marshmallow swirls and the fudge fish are magical!"
37_bj,5,1.0,0.0,"Phish food is the most amazing tasting ice cream I have ever had. Even better than homemade ice cream from the ice cream parlour. The chocolate ice cream base is rich and creamy, with just the perfect amount of marshmallow and caramel swirls. The chocolate fish are amazing, they a a slightly darker flavor than the chocolate ice cream making for a tasty chocolaty combination that is not too sweet, but sweet enough to satisfy my insasasionable craving for chocolate."
37_bj,5,1.0,0.0,I am completely addicted to this ice cream. This was the first Ben and Jerrys ice cream I ever tried and I have tried others but none compare to this masterpiece. I dont see it in the case everytime I go to the grocery store so whenever I happen to pass by it and notice its there its a MUST BUY! The combination of the chocolatey ice cream and thick marshmallow swirls with the fudge fish is enough to send anyone over the edge. Amazing!
37_bj,5,1.0,0.0,"My husband was trying to do something nice for me and buy me ice cream while I was busy trying to eat ""healthy food."" He came home with Phish Food and I said: ""naw, I dont think Ill like it. You can eat it."" And then he opened it and shoved it in my hands with a spoon. I tried two bites I was sold. Now I have dreams about this ice cream and wont buy or eat anything else. Im hooked for life!"
37_bj,5,2.0,0.0,"Very sweet, but great combination of flavors and textures."
37_bj,5,1.0,0.0,"My go-to flavor when ever Im sick, sad, grumpy, or just in need of a pick me up! The marshmallow swirls come up and are like sweet little Angel kissed. The caramel swirls are sticky gooey globs of yummmmm and the chocolate chunks - shaped like fish - can make anyone giggle."
37_bj,5,1.0,0.0,"This has been my favorite ice cream for years. They did away with those little cylindrical problematic marshmallows and replaced it with dreamy fluff. The caramel is always physics defyingly gooey, and the soft crunchy fudge fish are always a delightful surprise."
37_bj,5,1.0,0.0,I love all ben and Jerry’s but somehow always end up going back to this one!! The caramel and gooey marshmallow mix together way better than I would have thought and the crunch of the frozen chocolate breaks it up for another added flavor.
37_bj,4,4.0,3.0,the flavour was so good that i had to buy it again! strongly recommended.
37_bj,5,1.0,0.0,I was introduced to Phish Food about 4 years ago. I absolutely love it! It is the only flavor of B&Js Ice Cream I have tried and I have no desire to try others because I am pretty sure this is the best. Wont you agree with me?
37_bj,5,1.0,0.0,"This is my favourite ice cream in the WORLD! I love the chocolate phish, I wish you could buy a bag of them separately so I can keep adding extra to the ice cream. PLEASE bring out bags of phish chocolates!! X"
37_bj,5,1.0,0.0,"Probably the most amazing mix of flavors in 1 pint. This mix is every possible thing you could want in ice cream. Believe me when I say if you havent tried it, it should be 1st on your bucket list."
37_bj,5,1.0,0.0,"This ice cream is my everything. Once ate a gallon In a month. It is so amazing and you will not regret buying a pint (or 50)!!!!! It is so incredibly good, and eating it is indescribable euphoria."
37_bj,5,1.0,0.0,"Seriously. . . I was NEVER an ice cream fan. Didnt like it. Never craved it. That all changed when I was introduced to Phish Food! *Game Changer*!! Love this ice cream. Love, Love, Love."
37_bj,5,1.0,0.0,"YEARS ago Phish Food came as a novelty ice cream on a stick. It was somehow even better this way! I loved it because when I had a craving for it, no waiting, unwrap and devour!!!"
37_bj,5,1.0,0.0,I’ve been getting this flavor since I was a little girl. I love the chocolate fish and the marshmallow cream. So yummy it will always be a special flavor to me
37_bj,5,1.0,0.0,"I always thought chocolate ice cream was a pale imitation of the real thing until I tasted Phish Food. This stuff should be considered an opioid, its so good."
37_bj,5,1.0,0.0,"I’ve been getting phish food ever since I was little, and every time I get it I get flashbacks of when I was a child. Phish food is by far my favorite flavor."
37_bj,5,1.0,0.0,"This is my favorite ice cream, and I honestly believe that the world will end of this is ever discontinued. Plus, those little fudgey fish are cute as heck."
37_bj,5,1.0,0.0,Huge favorite of both me and my three sons! (they are triplets.) Delicious chocolate ice cream with some caramel. The chocolate fish are also delicious!
37_bj,5,1.0,0.0,"This has been my favorite flavor for years. I have never had a quality control issue with a pint, and it always satisfies my chocolate cravings."
37_bj,5,1.0,0.0,This has been my go to chocolate getaway combination. Solid chocolate fish and chocolate and caramel oh my! #2 on my top #10 list for sure!
37_bj,5,1.0,0.0,"Ive been wanting to try this one for a while and I am SO glad I finally have. This one is loaded with all the good stuff, so super good."
37_bj,5,1.0,0.0,Awesome combination of flavors. Im satisfied with the generous amount of marshmallow and the perfect ratio of chocolate ice cream!
37_bj,5,1.0,0.0,"I get this all the time since a kid. The chocolate flavor is so pure and delicious, I crave it! Totally worth the try. Yum yum yum"
37_bj,5,1.0,0.0,No really she left me for this ice cream. I told her she had to choose between Phish Food and me and I guess its that good.
37_bj,5,1.0,0.0,This is one of my absolute favorite flavors! It tastes delicious and I would eat it every night if I could!
37_bj,5,1.0,0.0,Best ice cream ever ! There is absolutely nothing that will make this better than it is !!
37_bj,5,1.0,0.0,I love this icecream so much. So in love with this delicious ice cream! Nom nom nom
37_bj,5,1.0,0.0,forever the only ben and jerrys flavor i have tried because Im addicted to it
37_bj,5,1.0,0.0,very good tasty and yummy it was amazing!!! i cannot imagine something better
37_bj,5,1.0,0.0,If aliens came to earth and we had to feed them phish food would be the movw
37_bj,5,1.0,0.0,I have bought this flavor recently and I have to say it’s become my favorite
37_bj,5,1.0,0.0,YASSS!! I love this flavor!!! I love ice cream! I LOVE BEN AND JERRYS!!!
37_bj,5,1.0,0.0,"The best mix Ive ever had, nothing beats Ben and Jerrys Ice Cream.."
37_bj,5,1.0,0.0,"Its really good and addictive, i am in love with this ice cream"
37_bj,5,1.0,0.0,"Has to be my favorite, everything your dreams are made of"
37_bj,5,1.0,0.0,"Whenever I eat this, I can’t get over how delicious it is"
37_bj,5,1.0,0.0,Officially my favorite ice cream in the WORLD. Wow!!! ♥️
37_bj,5,2.0,1.0,"When I was younger, this was my absolute favorite!"
37_bj,5,1.0,0.0,My favorite flavor ever!!! The combination is perfect!
38_bj,5,5.0,0.0,"I have had great, mediocre, and yucky ice cream/gelato all around the states and several different countries, and this is by far my very, very all-time favourite as the quality creamy ice cream has a cool subtle pistachio flavour and it is loaded with tons of toasted perfect nuts! What could be better than that? Sadly, I now live in Montreal, and have checked every ice cream selling market/deppaneur/etc. and cannot find this flavour anywhere! I need my fix! This is torture! (....and I don’t understand how we have such a huge French and Italian population here, why this is not one of the few flavours sold here!). :("
38_bj,5,9.0,1.0,"This is my all-time favorite store-bought ice cream/flavor! Having been to Italy several times, Ive had my share of amazing pistachio gelato. B&Js does it even better as you have the smooth, creamy lightly pistachio-flavored ice cream and lots of toasted pistachios for that great crunch within the creamy......perfection! Sadly, Ive never been to a B&Js that offers this flavor, and it is pretty difficult to find in grocery stores and drug stores. So....when you do.....nab them all! :D Youre welcome! (.....everyone always thanks me for turning them onto this flavor!)"
38_bj,5,1.0,0.0,"This is our family’s favorite I’ve cream EVER! It has the perfect lightly nutty flavouring and a delicious, satisfying crunch of toasted pistachios throughout! Every bite is as good as the first! Sadly, I have not found this anywhere in my new home of Montreal, Quebec as the stores always only of the same few flavours (I’m guessing as branding for both French and English up here is costly). However, it surprises me that this is not one of the few options uphere as we have a huge European population (that, of course, loves pistachios). I would think it would be a huge hit! Sadly, B&J’s can’t ship time either? Sincerely, Heartbroken in Canada (a.k..a. Diana ;) )"
38_bj,5,9.0,0.0,"OK guys, I put on 30 pounds because of this stuff. It was worth it on one hand, because its so amazingly delicious, but now Im huge. Oh well. Ill lose some weight as long as this is waiting for me as an occasional treat."
38_bj,3,3.0,0.0,"Ive consumed about 10 pints of this over the past 5 years. When its good, meaning all the nuts are healthy, its very, very good. Its pretty good when one or two nuts are a bit off. But tonight I chewed into the most rancid, putrid pistachio of my entire life. Nearly hurled. Will not purchase again."
38_bj,5,2.0,0.0,B&Js Pistachio Pistachio is my all-time favorite ice cream - ever!!! The creamy smooth flavored ice cream and the crunchy salty nuts always give me exactly what my taste buds are craving. I remember the first time I ever tried this - I thought I died and went to heaven! <3 True Perfection <3
38_bj,5,2.0,0.0,This is the ONLY ice cream I buy and I have tried all the pastachio flavors of different brands. I will drive the extra couple miles just to get this stuff. I dont see how anyone could rate this one star.
38_bj,5,2.0,0.0,I have been eating Pistachio-Pistachio for several years and never grow tired of it. My favorite and before that is was New York Super Chunk. It takes a great deal to pull me away from good chocolate
38_bj,5,2.0,0.0,Anything less than 5 Stars don’t appreciate pistachios.. the guy who compliains that the nuts are too hard... Obviously is not a nut lover. This is a must if you enjoy crunch and nuts
38_bj,5,1.0,0.0,This ice cream falls into the category of private joy for me. The superb flavor and variety of texture between the silky ice cream and chewy pistachios elevate me to another plane. My ultimate indulgence is to sip a glass of scotch along with a bowl (I try to keep it small!) of this wonderful confection. An adult treat!
38_bj,5,1.0,0.0,"I guess everyone can make a lemon, but I havent encountered one yet in the Pistachio Pistachio flavor. Especially like the salted pistachio mixed with the vanilla. The pistachios were good and fresh in all the pints Ive had. Always look for it on the shelf now. Keep up the good work!"
38_bj,5,1.0,0.0,"I’m mean, here I am about to dig into another pint for the first time, and of course it’s excellent, just like the majority of the other ones. The ice cream itself is delicious; creamy and pistachioey and the pistachios are perfect. Killer pint! Thanks again guys!"
38_bj,5,1.0,0.0,"My favorite!! I would never give less than five stars for Ben and Jerrys, however I think the last batch of this amazing ice cream was light on the pistachio... Usually full of them this one only had maybe ten total!! Still the best around."
38_bj,5,1.0,0.0,I didn’t have really high expectations when I bought this today but after tasting it just now I am headed back to the store to buy all of the containers. I’m pretty sure that if everyone ate some of this then there would be peace on earth!
38_bj,5,1.0,0.0,Everyone in my house has their own ice cream and this is my all time fav. I love that i dont have to share lmao. Plus my 5 year old knows what to get me when she and daddy go to the store. # MyGuiltyPleasure
38_bj,5,1.0,0.0,I always stick to the same kind of ice cream but recently I decided to try something new and now Im addicted. I buy a pint of Pistachio Pistachio at least twice a week if not more and I dont care :)
38_bj,5,1.0,0.0,"This is my favorite flavor ever! Ever since I tried this flavor, I rarely pick another. It has a great sweet flavor to balace it out with the roasted pistachios. Its indulgent without being too rich."
38_bj,5,1.0,0.0,I usually buy pistachio gelato at the local ice cream store but I was in Publix at the time. This pistachio is by far the BEST I have ever had! You will not be disappointed!
38_bj,5,1.0,0.0,I always use to buy Karmel Sutra. But I thought I try this one. Its great!!!
39_bj,5,11.0,0.0,"I absolutely love the blueberry cheesecake but cant find it anymore. I stumbled across Pumpkin Cheesecake at Albertsons in Wildomar, CA and this has to be the best Ben & Jerrys yet! My husband said hes ready to spend a ton of money to stock up. Its identical to actual pumpkin cheesecake! During the 110 degree temps its sooooo good! Ill be raving about this! Thank you for bringing back another amazing cheesecake flavor!"
39_bj,5,4.0,0.0,"This has been my favorite ice cream since 2008 when I first tasted this flavor. Since then, finding it was the worst experience ever! It is made in limited batches, and was NEVER in the same store every year, so you became an explorer to find it each year! Was it in Walmart, Wegmans, Shop Rite, CVS, or where every September? I knew this was the time the first batch was delivered! FINALLY, this year they have a specific page on their website for Pumpkin Cheesecake. All you have to do is put in your zip code, and it will tell you where is the nearest establishment to purchase this in incredibly, tasty, scrumptiously delicious frozen treat!!! Good luck, and be careful of brain freeze! Youre gonna love it!!!"
39_bj,5,10.0,0.0,This is my favorite ice cream flavor ever. I usually buy dozens of pints to stock up every fall!
39_bj,1,5.0,4.0,"I bought this last weekend, I am not sure how but it was still available at a local Walmart. I have been wanting to try this flavor, and figured it was long gone, but to my surprise I was able to find it, so I figured it was a sign from above. Overall, the pumpkin flavor tastes familiar... But over seasoned... It is a bit boring, and honestly this ice cream could be amazing. The graham cracker swirl is more of a.... occasional chunk. Honestly, the graham cracker swirl was to die for!! It was the highlight of this ice cream... If they could just add more swirl, I would be much more impressed overall. The swirl definitely breaks up the boredum of the ice cream, it is a bit repetitive. I think a huge glob of swirl would be amazing."
39_bj,5,1.0,0.0,I just bought this flavor from target.. i went there to get chunky monkey but they were all out. Ive tried every other flavor and this was the LAST pint of this flavor. I like pumkin pie but its not my favorite... i love all of B&J’s cheesecake flavors so i thought i mayyyyy like this one.......
39_bj,5,1.0,0.0,I Baught this in Brattleboro Vermont while looking at their delicious ice cream! & oh my gosh! Its a complete favorite! Cant get enough!!
39_bj,5,5.0,0.0,I couldnt believe it! Who would have thought something so simple in a pint would be heaven in your mouth? Omg amazing!!
39_bj,5,2.0,0.0,This taste great. I wait every year for the pumpkin ice cream to come out. So glad it comes out a little bit early. Pumpkin ice creams are my favorite and this one is delicious.
39_bj,5,2.0,0.0,So smooth and and delicious every chance I had I bought 4 of them!
39_bj,5,2.0,0.0,Simply the best! I wish this was available year round
39_bj,4,3.0,1.0,Great flavor. Tastes like pumpkin cheesecake blended into ice cream. The swirl is gritty and has great texture.
39_bj,5,1.0,0.0,Last time I had it bought the last 2 pints @ Walmart in Puerto Rico a couple of years ago. It was the last time since never seen it again anywhere.
39_bj,5,1.0,0.0,Came across this gem in Walmart and fell in love. The one thing that would make it perfect is a little more of the graham cracker crust.
39_bj,5,1.0,0.0,Makes Pumpkin spice season worth it! I always try to buy tons but it never lasts :/
40_bj,3,10.0,4.0,"i give this icecream a 3 star. because 5 js licking spoon to its core. 4 is not enough chunks but yummy creamy icecream flavor. 3 is.... well this. def not enough cookie or strawberry. and not enough blueberry icecream flavor. needs LOTS more. tasted like vanilla icream with very rare moments of tastebud excitement when the tiny chunks of shortbread were finally dug up. Did i eat it in 2 days? yes. Did i enjoy eating it? yes. Did i look forward to wating it in the future? no i forgot about it which means it wasnt great. Will i buy again? if they advertise it after this review "" with an overload of added chunks"".... ps.. looks nothing like the picture smh :("
40_bj,3,4.0,1.0,"I read the description of this flavor and thought this might be an instant classic. Raspberry and blueberry ice cream? And strawberries too? Ooh! But I have to say this flavor was a disappointment. All I could taste was vanilla and the shortbread. Now blueberry isnt the strongest flavor in the world, but you would think it could be amped up at least a little. And maybe its just me but I could not taste the raspberry at all. And the pint I purchased had only a few bites of strawberry. The flavor was not bad, but it was nothing like i was expecting. Instead of ""wow!"", all I experienced was ""meh"". Ill stick with my old favorites and keep hoping for a resurrection of ""Thats My Jam""."
40_bj,5,8.0,2.0,"Okay as I said in another review. I bought this with 2 other flavors(Sammie flavor and the sweet like sugar flavor), and I was the most leery of this flavor. As I tend to enjoy fresh blue and raspberries as opposed to having them in ice creams. As they just dont taste right or good to me. But in this flavor. Im not sure if it was the fact that there was the vanilla swirl and short bread cookies, that balanced things out or what. But this turned out to be a lot better than I expected. Again, I know others may not like it, because its not one of B&Js chunck induced, fudge freckled classics. But its definitely a step in the right direction in balancing out more natural even flavors, with deep, rich, and sometimes too salty flavors as well. So definitely keep mixing it up for sure."
40_bj,2,2.0,1.0,"The vanilla itself isnt even that great tasting and vanilla is all this ice cream flavour really is. The blueberry and raspberry portion of ice cream taste just like the vanilla, the strawberry pieces are few and far between, and the short bread chunks were about the same. The ice cream could be a great flavour if they reworked it and added some more flavour to the blue ice cream portion and adding a little more chunks of fruit and cookies."
40_bj,2,1.0,0.0,"If you tripled the amount of shortbread, at least, I could give this a 3 star rating. But it also hardly had any strawberry; maybe 5 tiny little pieces(but thats a stretch) Raspberry? Where? That was non existent. And the blueberry could also be kicked up a notch... Also, just take out the vanilla all together. Other than the name, there is no need for it."
40_bj,5,1.0,0.0,I have bought 3 of these! So delicious. Sometimes I find the flavors overwhelming so this is a great one for people like me who enjoy ice cream but not crazy amounts of different flavor.
40_bj,2,1.0,0.0,"If you ate this with your eyes closed, you would swear it’s vanilla with an occasional chunk of something that you couldn’t really place. Good vanilla, but...vanilla."
40_bj,3,1.0,0.0,Wasn’t gross because it’s ice cream. :-p. However I was very disappointed. Tasted very plain like vanilla. Not a lot of chunks either. Not fruity at all.
40_bj,4,1.0,0.0,"I enjoyed it but could be better. more shortbread chunks, more strawberries, and stronger blueberrie taste"
40_bj,2,1.0,0.0,Usually love Ben and Jerry’s so I Thought this would be great but ended up being kind of tasteless.
40_bj,5,1.0,0.0,the best ice cream ive ever had! i bought it once and couldnt find it again
