key,stars,helpful_yes,helpful_no,text,rating,sentiment,bag_of_words,bag_of_words_str
18_breyers,5,1,0,"['many', 'ice', 'cream', 'product', 'hard', 'know', 'try', 'good', 'dont', 'waste', 'time', 'get', 'right', 'trying', 'breyers', 'gelato', 'treat', 'transforms', 'like', 'somewhere', 'else', 'feel', 'like', 'eating', 'ice', 'cream', 'stand', 'rather', 'freezer', 'blend', 'caramel', 'vanilla', 'right', 'make', 'sweet', 'sweet', 'would', 'suggest', 'go', 'store', 'get', 'right', 'away']",4.5,1,"['many', 'ice', 'cream', 'product', 'hard', 'know', 'try', 'good', 'dont', 'time', 'get', 'right', 'trying', 'breyers', 'gelato', 'treat', 'like', 'else', 'feel', 'like', 'eating', 'ice', 'cream', 'freezer', 'blend', 'caramel', 'vanilla', 'right', 'make', 'sweet', 'sweet', 'would', 'go', 'store', 'get', 'right', 'away']","many,ice,cream,product,hard,know,try,good,dont,time,get,right,trying,breyers,gelato,treat,like,else,feel,like,eating,ice,cream,freezer,blend,caramel,vanilla,right,make,sweet,sweet,would,go,store,get,right,away"
18_breyers,5,2,0,"['buy', '4', 'vanilla', 'caramel', 'gelato', 'week', 'great', 'get', 'coupon']",4.5,1,"['buy', '4', 'vanilla', 'caramel', 'gelato', 'week', 'great', 'get']","buy,4,vanilla,caramel,gelato,week,great,get"
18_breyers,5,1,0,"['better', 'ice', 'cream', 'product', 'ice', 'ever', 'tasted', 'im', 'usually', 'fan', 'ice', 'cream', 'ill', 'eat', 'dont', 'go', 'way', 'purchase', 'however', 'vanilla', 'caramel', 'gelato', 'simply', 'darn', 'good', 'one', 'grocery', 'store', 'sold', 'ill', 'go', 'another', 'find', 'word', 'adequately', 'describe', 'delicious', 'indulgence', 'try', 'hooked', 'like']",4.5,1,"['better', 'ice', 'cream', 'product', 'ice', 'ever', 'tasted', 'im', 'usually', 'fan', 'ice', 'cream', 'ill', 'eat', 'dont', 'go', 'way', 'purchase', 'however', 'vanilla', 'caramel', 'gelato', 'simply', 'good', 'one', 'grocery', 'store', 'sold', 'ill', 'go', 'another', 'find', 'delicious', 'try', 'hooked', 'like']","better,ice,cream,product,ice,ever,tasted,im,usually,fan,ice,cream,ill,eat,dont,go,way,purchase,however,vanilla,caramel,gelato,simply,good,one,grocery,store,sold,ill,go,another,find,delicious,try,hooked,like"
18_breyers,5,1,0,"['brewer', 'gelato', 'one', 'favorite', 'frozen', 'treat', 'silky', 'smooth', 'great', 'taste', 'super', 'easy', 'scoop', 'even', 'right', 'freezer', 'flavor', 'thick', 'swirl', 'caramel', 'melted', 'mouth', 'perfectly', 'portion', 'chocolate', 'bit', 'top', 'gelato', 'perfectly', 'balanced', 'flavor', 'made', 'nice', 'treat', 'small', 'portion', 'perfect', 'anytime', 'snack']",4.5,1,"['gelato', 'one', 'favorite', 'frozen', 'treat', 'smooth', 'great', 'taste', 'super', 'easy', 'scoop', 'even', 'right', 'freezer', 'flavor', 'swirl', 'caramel', 'mouth', 'perfectly', 'chocolate', 'bit', 'top', 'gelato', 'perfectly', 'flavor', 'made', 'nice', 'treat', 'small', 'perfect']","gelato,one,favorite,frozen,treat,smooth,great,taste,super,easy,scoop,even,right,freezer,flavor,swirl,caramel,mouth,perfectly,chocolate,bit,top,gelato,perfectly,flavor,made,nice,treat,small,perfect"
18_breyers,5,1,0,"['gelato', 'soooo', 'smooth', 'creamy', 'favorite', 'part', 'fact', 'overly', 'sweet', 'really', 'enjoy', 'flavor', 'coolness', 'creaminess', 'vanilla', 'husband', 'caramel', 'fanatic', 'course', 'favorite', 'part', 'thick', 'caramel', 'swirl', 'im', 'happy', 'chance', 'try', 'definitely', 'buying', 'future']",4.5,1,"['gelato', 'smooth', 'creamy', 'favorite', 'part', 'fact', 'sweet', 'really', 'enjoy', 'flavor', 'vanilla', 'husband', 'caramel', 'favorite', 'part', 'caramel', 'swirl', 'im', 'happy', 'try', 'definitely', 'buying']","gelato,smooth,creamy,favorite,part,fact,sweet,really,enjoy,flavor,vanilla,husband,caramel,favorite,part,caramel,swirl,im,happy,try,definitely,buying"
18_breyers,5,1,0,"['recently', 'tried', 'breyers', 'gelato', 'hooked', 'soft', 'creamy', 'texture', 'sweet', 'caramel', 'flavor', 'perfect', 'combination', 'cool', 'treat', 'much', 'satisfying', 'ice', 'cream', 'think', 'light', 'vanilla', 'gelato', 'ribbon', 'caramel', 'every', 'bite', 'mmmmm', 'perfect', 'dinner', 'dessert', 'couldnt', 'dream', 'better', 'flavor', 'combination']",4.5,1,"['recently', 'tried', 'breyers', 'gelato', 'hooked', 'soft', 'creamy', 'texture', 'sweet', 'caramel', 'flavor', 'perfect', 'combination', 'treat', 'much', 'satisfying', 'ice', 'cream', 'think', 'light', 'vanilla', 'gelato', 'caramel', 'every', 'bite', 'perfect', 'dessert', 'couldnt', 'dream', 'better', 'flavor', 'combination']","recently,tried,breyers,gelato,hooked,soft,creamy,texture,sweet,caramel,flavor,perfect,combination,treat,much,satisfying,ice,cream,think,light,vanilla,gelato,caramel,every,bite,perfect,dessert,couldnt,dream,better,flavor,combination"
18_breyers,1,2,1,"['discontinue', 'chocolate', 'caramel', 'gelato', 'bring', 'back']",4.5,0,"['discontinue', 'chocolate', 'caramel', 'gelato', 'bring', 'back']","discontinue,chocolate,caramel,gelato,bring,back"
18_hd,5,2,0,"['creamy', 'rich', 'balance', 'flavor', 'perfect', 'love', 'able', 'enjoy', 'treat', 'summer', 'without', 'stomach', 'ache']",4.9,1,"['creamy', 'rich', 'balance', 'flavor', 'perfect', 'love', 'able', 'enjoy', 'treat', 'summer', 'without']","creamy,rich,balance,flavor,perfect,love,able,enjoy,treat,summer,without"
18_hd,5,2,0,"['ice', 'cream', 'taste', 'amazing', 'hard', 'tell', 'ice', 'cream', 'non', 'dairy', 'caramel', 'taste', 'heavenly', 'coconut', 'flavor', 'powered', 'really', 'taste', 'quality', 'ingredient', 'thankful', 'haagen', 'dazs', 'got', 'right']",4.9,1,"['ice', 'cream', 'taste', 'amazing', 'hard', 'tell', 'ice', 'cream', 'non', 'dairy', 'caramel', 'taste', 'coconut', 'flavor', 'really', 'taste', 'quality', 'ingredient', 'haagen', 'dazs', 'got', 'right']","ice,cream,taste,amazing,hard,tell,ice,cream,non,dairy,caramel,taste,coconut,flavor,really,taste,quality,ingredient,haagen,dazs,got,right"
18_hd,5,2,0,"['love', 'dairy', 'free', 'ice', 'cream', 'especially', 'like', 'gum', 'thickener', 'dairy', 'free', 'ice', 'cream', 'cause', 'gastric', 'distress', 'find', 'store', 'anymore', 'also', 'wish', 'haagen', 'dazs', 'would', 'make', 'plain', 'vanilla', 'coconut', 'milk', 'based', 'ice', 'cream']",4.9,1,"['love', 'dairy', 'free', 'ice', 'cream', 'especially', 'like', 'gum', 'dairy', 'free', 'ice', 'cream', 'find', 'store', 'anymore', 'also', 'wish', 'haagen', 'dazs', 'would', 'make', 'plain', 'vanilla', 'coconut', 'milk', 'ice', 'cream']","love,dairy,free,ice,cream,especially,like,gum,dairy,free,ice,cream,find,store,anymore,also,wish,haagen,dazs,would,make,plain,vanilla,coconut,milk,ice,cream"
18_hd,5,3,0,"['bought', 'whim', 'seriously', 'like', 'biting', 'chunk', 'creamy', 'coconut', 'decadent', 'caramel', 'swirling', 'around', 'may', 'dead', 'winter', '100', 'cm', 'snow', 'like', 'mini', 'vacation', 'every', 'bite', 'new', 'go', 'flavor', 'absolutely', 'delicious']",4.9,1,"['bought', 'seriously', 'like', 'chunk', 'creamy', 'coconut', 'decadent', 'caramel', 'around', 'may', 'like', 'every', 'bite', 'new', 'go', 'flavor', 'absolutely', 'delicious']","bought,seriously,like,chunk,creamy,coconut,decadent,caramel,around,may,like,every,bite,new,go,flavor,absolutely,delicious"
18_hd,5,3,0,"['cant', 'find', 'flavor', 'store', 'anymore', 'know', 'thing', 'hard', 'everywhere', 'said', 'ice', 'cream', 'soothes', 'lactose', 'free', 'ice', 'cream', '8', 'year', 'dairy', 'free', 'started', 'option', 'yea', 'dairy', 'free', 'people', 'want', 'lower', 'sugar', 'love', 'flavor', 'especially', 'several', 'others', 'really', 'good', 'chocolate', 'one', 'soooo', 'chocolaty', 'delicious']",4.9,1,"['cant', 'find', 'flavor', 'store', 'anymore', 'know', 'thing', 'hard', 'said', 'ice', 'cream', 'lactose', 'free', 'ice', 'cream', 'year', 'dairy', 'free', 'option', 'dairy', 'free', 'people', 'want', 'sugar', 'love', 'flavor', 'especially', 'several', 'others', 'really', 'good', 'chocolate', 'one', 'delicious']","cant,find,flavor,store,anymore,know,thing,hard,said,ice,cream,lactose,free,ice,cream,year,dairy,free,option,dairy,free,people,want,sugar,love,flavor,especially,several,others,really,good,chocolate,one,delicious"
18_hd,5,9,0,"['recently', 'went', 'dairy', 'free', 'never', 'much', 'luck', 'finding', 'dairy', 'free', 'ice', 'cream', 'truly', 'enjoyed', 'creamy', 'like', 'regular', 'ice', 'cream', 'delicious', 'balanced', 'flavor', 'top', 'tier']",4.9,1,"['recently', 'went', 'dairy', 'free', 'never', 'much', 'finding', 'dairy', 'free', 'ice', 'cream', 'truly', 'enjoyed', 'creamy', 'like', 'regular', 'ice', 'cream', 'delicious', 'flavor', 'top']","recently,went,dairy,free,never,much,finding,dairy,free,ice,cream,truly,enjoyed,creamy,like,regular,ice,cream,delicious,flavor,top"
18_talenti,5,6,2,"['curse', 'day', 'decided', 'treat', 'upscale', 'frozen', 'treat', 'break', 'cant', 'stop', 'buying', 'talenti', 'posse', 'problem', 'still', 'need', 'take', 'cat', 'check', 'wish', 'jewel', 'wauconda', 'il', 'carried', 'entire', 'talenti', 'flavor']",4.3,1,"['day', 'decided', 'treat', 'frozen', 'treat', 'cant', 'stop', 'buying', 'talenti', 'problem', 'still', 'need', 'take', 'wish', 'entire', 'talenti', 'flavor']","day,decided,treat,frozen,treat,cant,stop,buying,talenti,problem,still,need,take,wish,entire,talenti,flavor"
18_talenti,5,2,0,"['one', 'store', 'country', 'suriname', 'carry', 'brand', 'unfortunatly', 'dont', 'carry', 'flavor', 'finished', 'double', 'dark', 'chocolate', 'dont', 'waste', 'calorie', 'gelato', 'ice', 'cream', 'indulge', 'talenti']",4.3,1,"['one', 'store', 'carry', 'brand', 'dont', 'carry', 'flavor', 'finished', 'dark', 'chocolate', 'dont', 'calorie', 'gelato', 'ice', 'cream', 'talenti']","one,store,carry,brand,dont,carry,flavor,finished,dark,chocolate,dont,calorie,gelato,ice,cream,talenti"
18_talenti,2,2,0,"['enjoy', 'chunk', 'would', 'like', 'richer', 'dark', 'chocolate', 'flavor', '70', 'cacao', 'best', 'silky', 'sea', 'salt', 'caramel', 'abnormal', 'taste', 'satisfy', 'craving', 'regret', 'calorie']",4.3,0,"['enjoy', 'chunk', 'would', 'like', 'dark', 'chocolate', 'flavor', 'best', 'salt', 'caramel', 'taste', 'craving', 'calorie']","enjoy,chunk,would,like,dark,chocolate,flavor,best,salt,caramel,taste,craving,calorie"
18_talenti,2,2,1,"['first', 'time', 'gelato', 'really', 'hyped', 'overly', 'sweet', 'icy', 'texture']",4.3,0,"['first', 'time', 'gelato', 'really', 'sweet', 'texture']","first,time,gelato,really,sweet,texture"
18_talenti,1,4,3,"['europe', 'dark', 'chocolate', 'gelato', 'neither', 'dark', 'chocolate', 'gelato', 'overpriced', 'chocolate', 'ice', 'cream', 'richness', 'texture', 'real', 'gelato', 'im', 'sure', 'found', 'u', 'ice', 'cream', 'brand', 'made', 'anything', 'comparable', 'real', 'european', 'gelato', 'disappointing']",4.3,0,"['dark', 'chocolate', 'gelato', 'dark', 'chocolate', 'gelato', 'chocolate', 'ice', 'cream', 'texture', 'real', 'gelato', 'im', 'sure', 'found', 'u', 'ice', 'cream', 'brand', 'made', 'anything', 'real', 'gelato', 'disappointing']","dark,chocolate,gelato,dark,chocolate,gelato,chocolate,ice,cream,texture,real,gelato,im,sure,found,u,ice,cream,brand,made,anything,real,gelato,disappointing"
<<<<<<< HEAD
18_talenti,4,1,0,"['intense', 'chocolate', 'gelato', 'almost', 'perfect', 'perfect', 'except', 'piece', 'dark', 'chocolate', 'biting', 'hard', 'surface', 'expecting', 'smooth', 'experience', 'take', 'away', 'total', 'enjoyment', 'wonderful', 'gelato', 'gelatos', 'need', 'piece', 'thing', 'included', 'one']",4.3,1,"['chocolate', 'gelato', 'almost', 'perfect', 'perfect', 'piece', 'dark', 'chocolate', 'hard', 'expecting', 'smooth', 'experience', 'take', 'away', 'wonderful', 'gelato', 'need', 'piece', 'thing', 'one']","chocolate,gelato,almost,perfect,perfect,piece,dark,chocolate,hard,expecting,smooth,experience,take,away,wonderful,gelato,need,piece,thing,one"
=======
18_talenti,4,1,0,"['intense', 'chocolate', 'gelato', 'almost', 'perfect', 'perfect', 'except', 'piece', 'dark', 'chocolate', 'biting', 'hard', 'surface', 'expecting', 'smooth', 'experience', 'take', 'away', 'total', 'enjoyment', 'wonderful', 'gelato', 'gelatos', 'need', 'piece', 'thing', 'included', 'one']",4.3,0,"['chocolate', 'gelato', 'almost', 'perfect', 'perfect', 'piece', 'dark', 'chocolate', 'hard', 'expecting', 'smooth', 'experience', 'take', 'away', 'wonderful', 'gelato', 'need', 'piece', 'thing', 'one']","chocolate,gelato,almost,perfect,perfect,piece,dark,chocolate,hard,expecting,smooth,experience,take,away,wonderful,gelato,need,piece,thing,one"
>>>>>>> main
18_talenti,5,1,0,"['stuff', 'make', 'sing', 'find', 'humming', 'swaying', 'seat', 'like', 'little', 'kid', 'eat', 'wish', 'store', 'area', 'carried', 'flavor', 'found', 'chocolate', 'anywhere', 'fave', 'flavor', 'sorbet', 'good', 'make', 'inside', 'smile']",4.3,1,"['stuff', 'make', 'find', 'like', 'little', 'kid', 'eat', 'wish', 'store', 'area', 'flavor', 'found', 'chocolate', 'anywhere', 'flavor', 'sorbet', 'good', 'make']","stuff,make,find,like,little,kid,eat,wish,store,area,flavor,found,chocolate,anywhere,flavor,sorbet,good,make"
18_talenti,5,1,0,"['since', 'discovered', 'talenti', 'dont', 'buy', 'brand', 'chemical', 'junk', 'wish', 'place', 'carried', 'quart', 'size', 'italy', 'gelato', 'lunch', 'every', 'day', 'taste']",4.3,1,"['since', 'talenti', 'dont', 'buy', 'brand', 'wish', 'place', 'size', 'gelato', 'every', 'day', 'taste']","since,talenti,dont,buy,brand,wish,place,size,gelato,every,day,taste"
18_talenti,5,1,0,"['soothes', 'chocolate', 'craving', 'scoop', 'smooth', 'creamy', 'right', 'amount', 'chocolate', 'chunk', 'freezer', 'never', 'without']",4.3,1,"['chocolate', 'craving', 'scoop', 'smooth', 'creamy', 'right', 'amount', 'chocolate', 'chunk', 'freezer', 'never', 'without']","chocolate,craving,scoop,smooth,creamy,right,amount,chocolate,chunk,freezer,never,without"
18_talenti,5,1,0,"['tried', 'double', 'dark', 'chocolate', 'gelato', 'first', 'time', 'blown', 'away', 'texture', 'flavor', 'become', 'favorite', 'dessert']",4.3,1,"['tried', 'dark', 'chocolate', 'gelato', 'first', 'time', 'away', 'texture', 'flavor', 'become', 'favorite', 'dessert']","tried,dark,chocolate,gelato,first,time,away,texture,flavor,become,favorite,dessert"
18_talenti,5,1,0,"['love', 'dark', 'chocolate', 'love', 'flavor', 'go', 'flavor', 'talenti', 'hard', 'stop', 'eating', 'start']",4.3,1,"['love', 'dark', 'chocolate', 'love', 'flavor', 'go', 'flavor', 'talenti', 'hard', 'stop', 'eating']","love,dark,chocolate,love,flavor,go,flavor,talenti,hard,stop,eating"
18_talenti,5,2,1,"['absolutely', 'delicious', 'ice', 'cream', 'tell', 'chocolate', 'chip', 'arent', 'ordinary', 'thick', 'creamy']",4.3,1,"['absolutely', 'delicious', 'ice', 'cream', 'tell', 'chocolate', 'chip', 'creamy']","absolutely,delicious,ice,cream,tell,chocolate,chip,creamy"
18_talenti,5,1,0,"['flavor', 'first', 'experience', 'tasting', 'talenti', 'gelato', 'disappointed', 'omg']",4.3,1,"['flavor', 'first', 'experience', 'tasting', 'talenti', 'gelato', 'disappointed', 'omg']","flavor,first,experience,tasting,talenti,gelato,disappointed,omg"
18_talenti,5,1,0,"['need', 'chocolate', 'fix', 'take', 'care']",4.3,1,"['need', 'chocolate', 'take']","need,chocolate,take"
18_talenti,5,1,0,"['time', 'favorite', 'rich', 'decadent']",4.3,1,"['time', 'favorite', 'rich', 'decadent']","time,favorite,rich,decadent"
18_talenti,5,1,0,"['love', 'flavor', 'gelato', 'deep', 'rich', 'chocolate', 'taste']",4.3,1,"['love', 'flavor', 'gelato', 'rich', 'chocolate', 'taste']","love,flavor,gelato,rich,chocolate,taste"
18_talenti,5,1,0,"['blown', 'away', 'flavor', 'delicious']",4.3,1,"['away', 'flavor', 'delicious']","away,flavor,delicious"
18_talenti,5,29,4,"['yum', 'new', 'name', 'death', 'chocolate', 'pint', 'perfect', 'size', 'gelato', 'come', 'nice', 'plastic', 'container', 'save', 'container', 'change', 'candy', 'ect', 'wish', 'retail', 'shop', 'refill', 'container', 'favorite', 'sticker', 'label', 'instead', 'engraving', 'thanks']",4.3,1,"['yum', 'new', 'name', 'chocolate', 'pint', 'perfect', 'size', 'gelato', 'come', 'nice', 'container', 'container', 'change', 'wish', 'container', 'favorite', 'instead', 'thanks']","yum,new,name,chocolate,pint,perfect,size,gelato,come,nice,container,container,change,wish,container,favorite,instead,thanks"
18_talenti,5,10,1,"['amazing', 'flavor', 'possibly', 'best', 'tasting', 'gelato', 'ever', 'truest', 'addicted', 'get', 'enough', 'rich', 'creamy', 'especially', 'side', 'container', 'melt', 'little', 'really', 'brings', 'full', 'flavor', 'get', 'little', 'crunch', 'chocolate', 'chip', 'compliment', 'already', 'amazing', 'flavor']",4.3,1,"['amazing', 'flavor', 'best', 'tasting', 'gelato', 'ever', 'addicted', 'get', 'enough', 'rich', 'creamy', 'especially', 'side', 'container', 'melt', 'little', 'really', 'full', 'flavor', 'get', 'little', 'crunch', 'chocolate', 'chip', 'already', 'amazing', 'flavor']","amazing,flavor,best,tasting,gelato,ever,addicted,get,enough,rich,creamy,especially,side,container,melt,little,really,full,flavor,get,little,crunch,chocolate,chip,already,amazing,flavor"
18_talenti,5,1,0,"['want', 'straight', 'chocolate', 'delectable', 'morsals', 'go', 'usually', 'eat', 'vanilla', '5', 'flavor', 'adore', 'flavor', 'bring', 'deliciousness']",4.3,1,"['want', 'chocolate', 'go', 'usually', 'eat', 'vanilla', '5', 'flavor', 'flavor', 'bring']","want,chocolate,go,usually,eat,vanilla,5,flavor,flavor,bring"
18_talenti,5,8,2,"['guilty', 'pleasure', 'absolute', 'favorite', 'chocolate', 'flavor', 'love', 'texture', 'chocolate', 'chip', 'bring', 'easily', 'eat', 'whole', 'pint', 'really', 'wanted']",4.3,1,"['absolute', 'favorite', 'chocolate', 'flavor', 'love', 'texture', 'chocolate', 'chip', 'bring', 'eat', 'whole', 'pint', 'really', 'wanted']","absolute,favorite,chocolate,flavor,love,texture,chocolate,chip,bring,eat,whole,pint,really,wanted"
18_talenti,5,8,3,"['normal', 'teen', 'girl', 'love', 'average', 'sweet', 'everything', 'chocolatey', 'month', 'ago', 'tasted', 'coffee', 'caramel', 'flavor', 'brand', 'something', 'trust', 'america', 'scheme', 'phony', 'tactic', 'chocolate', 'chip', 'leave', 'delightful', 'crunch']",4.3,1,"['love', 'sweet', 'everything', 'month', 'ago', 'tasted', 'coffee', 'caramel', 'flavor', 'brand', 'something', 'chocolate', 'chip', 'crunch']","love,sweet,everything,month,ago,tasted,coffee,caramel,flavor,brand,something,chocolate,chip,crunch"
18_talenti,5,4,1,"['im', 'big', 'fan', 'anything', 'italian', 'including', 'gelato', 'sorbetto', 'talenti', 'great', 'justice', 'craft', 'double', 'dark', 'chocolate', 'fine', 'example', 'skill', 'wont', 'hesitate', 'future', 'purchase', 'talenti', 'product', 'real', 'ingredient', 'company', 'care', 'reputation', 'offering', 'fantasticly', 'delicious', 'gelato']",4.3,1,"['im', 'big', 'fan', 'anything', 'gelato', 'sorbetto', 'talenti', 'great', 'dark', 'chocolate', 'wont', 'purchase', 'talenti', 'product', 'real', 'ingredient', 'company', 'delicious', 'gelato']","im,big,fan,anything,gelato,sorbetto,talenti,great,dark,chocolate,wont,purchase,talenti,product,real,ingredient,company,delicious,gelato"
19_bj,5,3,0,"['dessert', 'every', 'dinner', 'grocery', 'shopping', 'cart', 'every', 'week', 'usually', '2', 'pint', 'chocolate', 'amazing', 'love']",4.8,1,"['dessert', 'every', 'grocery', 'every', 'week', 'usually', '2', 'pint', 'chocolate', 'amazing', 'love']","dessert,every,grocery,every,week,usually,2,pint,chocolate,amazing,love"
19_bj,5,8,0,"['flavor', 'heart', 'ben', 'jerry', 'one', 'love', 'chocolate', 'chocolate', 'ice', 'cream', 'need', 'try', 'one', 'disappoint', 'want', 'multiple', 'pint', 'one', 'pint', 'wont', 'enough', 'could', 'easily', 'eat', 'pint', 'pint', 'deliciousness', 'single', 'day', 'exaggerating', 'really', 'best', 'chocolate', 'ice', 'cream', 'ever', 'could', 'aptly', 'named', 'one', 'brownie', 'batter', 'really', 'taste', 'like', 'frozen', 'brownie', 'u', 'chocoholics', 'thank', 'ben', 'jerry', 'please', 'never', 'discontinue', 'flavor', 'shown', 'rest', 'best', 'created', 'flavor']",4.8,1,"['flavor', 'ben', 'jerry', 'one', 'love', 'chocolate', 'chocolate', 'ice', 'cream', 'need', 'try', 'one', 'want', 'pint', 'one', 'pint', 'wont', 'enough', 'could', 'eat', 'pint', 'pint', 'single', 'day', 'really', 'best', 'chocolate', 'ice', 'cream', 'ever', 'could', 'one', 'brownie', 'really', 'taste', 'like', 'frozen', 'brownie', 'u', 'thank', 'ben', 'jerry', 'please', 'never', 'discontinue', 'flavor', 'rest', 'best', 'flavor']","flavor,ben,jerry,one,love,chocolate,chocolate,ice,cream,need,try,one,want,pint,one,pint,wont,enough,could,eat,pint,pint,single,day,really,best,chocolate,ice,cream,ever,could,one,brownie,really,taste,like,frozen,brownie,u,thank,ben,jerry,please,never,discontinue,flavor,rest,best,flavor"
19_bj,5,2,0,"['fav', 'flavor', 'far', 'loved', 'ben', 'jerry', 'since', 'went', 'college', 'purdue', 'university', 'west', 'lafayette']",4.8,1,"['flavor', 'far', 'loved', 'ben', 'jerry', 'since', 'went']","flavor,far,loved,ben,jerry,since,went"
19_bj,5,18,0,"['oh', 'god', 'love', 'chocolate', 'ice', 'cream', 'need', 'chocolate', 'fix', 'ice', 'cream', 'sure', 'love', 'chocolate', 'ice', 'cream', 'ensure', 'chocolate', 'fudge', 'brownie', 'phish', 'food', 'new', 'favorite', 'mine', 'silly', 'good', 'could', 'eat', '2', '3', 'pint', 'one', 'sitting', 'please', 'retire', 'one', 'anytime', 'soon', 'please', 'give', 'u', 'lover', 'flavor', 'time', 'stock']",4.8,1,"['oh', 'love', 'chocolate', 'ice', 'cream', 'need', 'chocolate', 'ice', 'cream', 'sure', 'love', 'chocolate', 'ice', 'cream', 'chocolate', 'fudge', 'brownie', 'phish', 'food', 'new', 'favorite', 'mine', 'good', 'could', 'eat', '2', '3', 'pint', 'one', 'sitting', 'please', 'one', 'soon', 'please', 'give', 'u', 'lover', 'flavor', 'time', 'stock']","oh,love,chocolate,ice,cream,need,chocolate,ice,cream,sure,love,chocolate,ice,cream,chocolate,fudge,brownie,phish,food,new,favorite,mine,good,could,eat,2,3,pint,one,sitting,please,one,soon,please,give,u,lover,flavor,time,stock"
19_bj,5,13,0,"['tasted', 'ice', 'cream', 'first', 'time', 'last', 'month', 'since', 'ive', 'hooked', 'favorite', 'one', 'love', 'chocolate', 'chocolate', 'chip', 'cooky', 'chocolate', 'pudding', 'chocolate', 'ice', 'cream', 'please', 'never', 'change', 'recipe', 'discontinue', 'therapy', 'need']",4.8,1,"['tasted', 'ice', 'cream', 'first', 'time', 'last', 'month', 'since', 'ive', 'hooked', 'favorite', 'one', 'love', 'chocolate', 'chocolate', 'chip', 'cooky', 'chocolate', 'chocolate', 'ice', 'cream', 'please', 'never', 'change', 'recipe', 'discontinue', 'need']","tasted,ice,cream,first,time,last,month,since,ive,hooked,favorite,one,love,chocolate,chocolate,chip,cooky,chocolate,chocolate,ice,cream,please,never,change,recipe,discontinue,need"
19_bj,5,14,0,"['ice', 'cream', 'exactly', 'title', 'implies', 'therapy', 'chocolate', 'way', 'cheaper', 'therapy', 'chocolate', 'pudding', 'amazing', 'delish', 'really', 'need', 'bite', 'hit', 'spot', 'favorite', 'chocolate', 'ice', 'cream', 'time']",4.8,1,"['ice', 'cream', 'exactly', 'chocolate', 'way', 'chocolate', 'amazing', 'really', 'need', 'bite', 'hit', 'favorite', 'chocolate', 'ice', 'cream', 'time']","ice,cream,exactly,chocolate,way,chocolate,amazing,really,need,bite,hit,favorite,chocolate,ice,cream,time"
19_bj,5,12,0,"['tried', 'first', 'time', 'month', 'ago', 'perfect', 'need', 'chocolate', 'fix', 'make', 'happy', 'creamy', 'get', 'chocolate', 'cookie', 'swirl', 'shouldnt', 'admit', 'least', 'week']",4.8,1,"['tried', 'first', 'time', 'month', 'ago', 'perfect', 'need', 'chocolate', 'make', 'happy', 'creamy', 'get', 'chocolate', 'cookie', 'swirl', 'least', 'week']","tried,first,time,month,ago,perfect,need,chocolate,make,happy,creamy,get,chocolate,cookie,swirl,least,week"
19_bj,5,8,0,"['seriously', 'best', 'chocolate', 'ice', 'cream', 'ive', 'ever']",4.8,1,"['seriously', 'best', 'chocolate', 'ice', 'cream', 'ive', 'ever']","seriously,best,chocolate,ice,cream,ive,ever"
19_bj,5,2,0,"['im', 'chocoholic', 'perfect', 'ice', 'cream', 'rich', 'smooth']",4.8,1,"['im', 'perfect', 'ice', 'cream', 'rich', 'smooth']","im,perfect,ice,cream,rich,smooth"
19_bj,5,2,0,"['omg', 'best', 'chocolate', 'chocolate', 'ice', 'cream', 'ever', 'ever', 'ever']",4.8,1,"['omg', 'best', 'chocolate', 'chocolate', 'ice', 'cream', 'ever', 'ever', 'ever']","omg,best,chocolate,chocolate,ice,cream,ever,ever,ever"
<<<<<<< HEAD
19_bj,4,2,0,"['best', 'flavor', 'ever', 'fall', 'earth', 'mouth']",4.8,1,"['best', 'flavor', 'ever', 'mouth']","best,flavor,ever,mouth"
=======
19_bj,4,2,0,"['best', 'flavor', 'ever', 'fall', 'earth', 'mouth']",4.8,0,"['best', 'flavor', 'ever', 'mouth']","best,flavor,ever,mouth"
>>>>>>> main
19_bj,5,2,0,"['enjoyed', 'flavor', 'since', 'came', 'hasnt', 'disappointed', 'cheering', 'im', 'feeling', 'truly', 'delicious', 'well', 'done', 'b', 'j']",4.8,1,"['enjoyed', 'flavor', 'since', 'came', 'disappointed', 'im', 'truly', 'delicious', 'well', 'done', 'b', 'j']","enjoyed,flavor,since,came,disappointed,im,truly,delicious,well,done,b,j"
19_bj,5,3,0,"['wow', 'wow', 'wow', 'found', 'along', 'handful', 'others', 'another', 'favorite', 'amazing', 'quintessential', 'chocolate', 'ice', 'cream', 'chocolate', 'lover', 'pudding', 'cookie', 'swirl', 'totally', 'world', 'chocolate', 'flavor', 'phish', 'food', 'chocolate', 'fudge', 'brownie', 'competition', 'love', 'chocolate', 'buy', 'pint', 'disappoint', 'sorry', 'exclamation', 'point', 'serious', 'need', 'eating']",4.8,1,"['wow', 'wow', 'wow', 'found', 'others', 'another', 'favorite', 'amazing', 'chocolate', 'ice', 'cream', 'chocolate', 'lover', 'cookie', 'swirl', 'totally', 'world', 'chocolate', 'flavor', 'phish', 'food', 'chocolate', 'fudge', 'brownie', 'love', 'chocolate', 'buy', 'pint', 'point', 'need', 'eating']","wow,wow,wow,found,others,another,favorite,amazing,chocolate,ice,cream,chocolate,lover,cookie,swirl,totally,world,chocolate,flavor,phish,food,chocolate,fudge,brownie,love,chocolate,buy,pint,point,need,eating"
