<<<<<<< HEAD
=======
<<<<<<< HEAD
>>>>>>> main
key,stars,helpful_yes,helpful_no,text,rating
64_hd,5,1,0,Vanilla Chip and Vanilla Swiss Almond compete for the title of best ice cream in the world.,4.5
64_hd,5,1,0,My absolute favorite flavor; I look for it everywhere. Please stock in Los Angeles/Long Beach!!,4.5
64_hd,5,1,0,"I love this ice cream, but cant find it anywhere in Phoenix. Im so sad and frustrated. Why is Safeway not carrying it anymore?",4.5
65_breyers,4,7,0,"You mean I can indulge in ice cream for dessert, and it’s only 60 calories!? It’s a dream come true! These bars have a lovely, subtle caramel taste. Unlike other light ice creams, these bars are nice and soft right out of the freezer. Absolutely satisfy my sweet tooth. Wish there were more flavors!",4.7
65_breyers,5,4,0,"Really, Breyers should offer this very creamy and tasty item via carton in the same size as the chocolate, vanilla and the peanut butter :-)",4.7
65_breyers,5,3,0,This is most satisfying low carb bar ever. The taste is better caramel vanilla ice cream. If your medically ordered low carb like me this is the dessert treat for you.,4.7
65_breyers,5,1,0,Ive been intermittent keto for the past year and finding low-carb sweet snacks has been HARD!! This ice cream bar is the best I have found. It is smooth and creamy without any fake sugar taste. I cant wait to try all the flavors!!,4.7
65_hd,4,4,0,"Dessert is my favorite meal of the day and at age 42, I feel like I’ve sampled quite a variety of dessert options! Even with many other options available, I often want to treat myself to Häagen-Dazs ice cream bars! The milk chocolate shell is my favorite part - it’s thick, rich, and it never cracks or falls apart like less expensive ice cream bars do. The chocolate is so good, it’s like having a gourmet candy bar wrapped around my ice cream! The vanilla ice cream is not as rich as I’d like but it is definitely tasty and creamy. My primary complaint about these bars is that there are only 3 in a package and they are quite expensive.",4.6
65_hd,5,4,0,"I received the Häagen-Dazs Vanilla Milk Chocolate bars free for reviewing purposes and they were delicious. I loved the hard texture of the chocolate on the outside mixed with the creamy ice cream, it was definitely a treat I will get again. I think 3 in a box is a safe bet because otherwise I will eat too many.",4.6
65_hd,4,1,0,I received a coupon to try a complimentary Haagen-dazs product for testing purposes. All opinions are my own. I selected the Vanilla Milk Chocolate Bars. These come three to a box and are ice cream on a wooden stick. The milk chocolate that coats the outside is thick and very tasty. It is my favorite part. The vanilla ice cream on the inside is a generous portion and creamy. These bars are very thick and make for a satisfying sweet treat. I wish there was more than three to a box but considering the size of the bars they are worth the price point.,4.6
65_hd,5,1,0,"I mean, its ice cream, what can I say. But then again, its not JUST ice cream. Haagen-dazs does some kind of voodoo on their products. Lol just kidding..but maybe. They are just addictingly good, the chocolate was smooth and creamy. The ice cream was smooth and creamy. How do they make it so good??!!! I actually hid the box of these bars because I didnt want to share ha! Yes people they are that good. You wont want to share either.",4.6
67_hd,5,7,0,"They definitely need to make these in a bigger size. Its so delicious! Its creamy and rich. The chocolate with almonds is a perfect combination too. It has a good amount of almonds too. When you have chocolate, almonds and vanilla together, you know it has to be good. Simply delicious!",4.3
67_hd,4,2,0,I tried the Haagen-Dazs vanilla milk chocolate almond...snack size bars and it was actually really good. Snack size...is small and cute! Lol. It definitely hit the spot for SNACK! And it packed a. Whole lot of flavor in the little bars. I didnt want to share these with anyone....almost made me feel like i had a super expensive ....once a year type snack. If you want a small snack and icecream with chocolate to boot....these are perfect.....definitely worth splurging on for yourself!,4.3
67_hd,1,8,1,"This was my favorite ice cream. Key word: was. Unfortunately the recipe has obviously been changed, and lower quality ingredients are being used. Also - corn syrup! The ice cream almost looked like plastic when I first opened the container instead of the delicious creamy goodness that it used to be. It was also way sweeter than it used to be and didnt taste like vanilla - it tasted like marshmallow. Wont be buying this anymore and am off to find a new premium brand that makes ice creams in a traditional way and without gross unnecessary ingredients.",4.3
67_hd,2,3,1,"The last 2 containers of vanilla Swiss almond then Ive had, barely had any chocolate covered almonds! Feels like such a waste to spend as much money on a small container of ice cream and be disappointed. I thought it was just me, but it seems the flavor has changed. It also melts quickly and doesnt seem as thick and dense as it used to. I second the previous posters comment that the plus side is that I wont be eating this anymore and saving myself the calories. Its ashame, Ive been buying this flavor for over 15 years. 2 stars because thats how Id rate something disappointing but edible like breyers.",4.3
67_hd,5,10,0,I once weighed 145 pounds… I now weigh 210 pounds thanks to vanilla Swiss almond,4.3
67_hd,3,1,0,I just bought my wife a pint of swiss almond and opened up the ice cream and it was vanilla ice cream only no almonds at all we love this ice cream and are extremely disappointed with the out come of our sweet treat tonight,4.3
67_hd,5,2,0,"Häagen-Dazs makes the best ice cream in the world in my opinion. Every flavor I try becomes my immediate new favorite and Im instantly hooked. I eat ice cream almost daily, every evening and Häagen-Dazs is what I like to eat. Ive tried almost all of there flavors but my new personnel favorite is the Vanilla Swiss Almond. It is simply delicious. Silky smooth ice cram with tasty Almonds combines for a treat that I can not get enough of. I feel like a kid who wants ice cream for every meal.",4.3
67_hd,5,2,0,"I dont often treat myself to ice cream but when I do I tend to gravitate towards the more decadent brands like Haagen-dazs. I love the creamy, natural vanilla flavor of their Vanilla Swiss Almond and the almonds dipped in rich chocolate were the bomb. I usually go for ice cream that contains nuts, fruits or chips and this one is definitely my new favorite. The only drawback I have found is that this flavor tends to be a little more difficult to find but well worth the effort for sure.",4.3
67_hd,1,2,0,"This used to be my favorite ice cream for years, but it hadn’t been in stock recently at my grocery store. When I saw it today, I noticed the picture had changed, but I snatched it up, and the first bite instantly told me they had also changed the formula. The chocolate flavor is off and there is now a distinct chemical aftertaste. What a disappointment! Haagen-Dazs, please bring back the original formulation of this once-superb ice cream!",4.3
67_hd,1,2,0,please stop using corn syrup in your recipe as it messes up the taste of the icecream. im really disappointed with the taste of it lately and the last few cartons barely had any almonds. oo,4.3
67_hd,4,1,0,"We used to have this flavour in the UK years ago, it’s my all time favourite. Now I have to wait until I come to the States to satisfy my craving. Unless you can invent a way to ship to me I think you should comeback soon. It’s the subtlety that makes it so good.",4.3
68_hd,5,5,0,"This is my first time visiting this website, so I didnt see the review button and instead attached my review in the form of a comment to the end of rhiggs86s review",4.5
68_hd,5,2,0,"I am so addicted to the unexpected married flavors of Whiskey Hazelnut Latte Ice Cream. This flavor is beyond delicious and I am always sad when I scrap the end of the pint. I really wish I could buy a bigger size. I really enjoy ice cream and I was searching for something different and I found it in this flavor. I didnt want to write a review for fear there would be shortage. However, what shame to not spread the word on such a wonderful treat.",4.5
68_hd,5,6,0,This was one of the best coffee ice creams that I have ever had! The alcohol was a major plus.,4.5
68_hd,5,6,0,"This flavor is amazing, I was completely blown away when I first tasted it. It is my new favorite for sure. PLEASE never stop making this, if you do I will cry. Thanks in advance.",4.5
68_hd,5,5,0,"...an ice cream that will change your life. I bought this and the Amaretto last night...theyre both half gone. The flavor profile is absolutely phenomenal and even has the after aroma on your pallet as you would have sipping a nice whiskey itself. Could not recommend enough. Häagen-Daz, you hit a homerun!!",4.5
68_hd,3,1,0,"I do not drink, so have never had whiskey. I wanted to try this mainly because of the coffee ice cream, hazelnut & espresso flakes, which are flavor profiles that I like. But I can hardly taste the coffee, as the whiskey seems to be the only thing that is coming through. The hazelnut is not very prominent either, I have to eat the fudge by itself in order to taste what little hazelnut flavor is in there. What probably masked the flavor of the hazelnut was because of the chocolate espresso flakes. Thats all I was tasting, which I like, but I think there was too much of it and not enough of the hazelnut. If the hazelnut & coffee flavor are more pronounced, this would be a good ice cream.",4.5
68_hd,5,3,0,"If youre a coffee & spirits lover, this flavor is for you! The combination of flavors is amazing! In particular, I like the chocolate espresso flakes! They are super crunchy. And the hazelnut fudge - delicious! I bought a pint in the morning and ate the entire thing almost in one sitting. Went back to the store in the afternoon and got the last tub. Will be restocking on this one for sure!",4.5
7_bj,5,1,0,"My local store sold out completely of this flavor, no word when it’s coming back. :( I love it. The banana so good. It’s the better version of chunky monkey! The cups are perfect!",5
7_bj,5,2,0,Bought this on a whim and its the best B&J flavor of them all.,5
7_bj,5,3,0,This is the best Ben & Jerrys Ive ever had! I can no longer eat nuts so the peanut butter cups are the best alternative to Chubby Hubby. I hope this flavor is available forever!,5
7_bj,5,6,0,It’s like chunky monkey but with peanut butter cups instead of nuts!,5
7_bj,5,6,0,"Im so glad this flavor exists, its my new favorite! Chocolate, PB, and banana is such a good combo, I order smoothies and milkshakes in that combo too.",5
7_bj,5,9,0,"This is my Favorite Ben & Jerrys Flavor ever, I wish it was easier to find. so many pB cups !! #LOVE that !! I really hope they make it permanent, because their is not very many other options for banana lovers. (I Hate the toppings in Chunky Monkey (◕︿◕✿)) would love if they added fudge brownies",5
7_breyers,3,4,0,"I first tried the cookies and cream which was good. So I went back and purchased 3 more pints; 2 creamy chocolate and 1 more cookies and cream. When I tried my second pint, I noticed some of the creamy chocolate ice cream had melted down and it had a gummy texture to it. I tried to salvage it by scraping the top layer off to see if it would taste better and eventually it did, but I would hate to repeat this same process on the second pint. I would like to add that it does take a while for it to get soft, so I suggest you sit it out 30 minutes before attempting to eat it. The ring around the container is where the ice cream started.",4.4
7_breyers,1,12,2,"I posted a review 2 weeks ago about my first experience about this pint of Creamy Chocolate (whole new meaning to creamy) ice cream. And if you saw my pic, the first pint had a dark ring around the container from where the ice cream started inside with horrible tasting ice crystals on top. Ok now about this pint, as you can see in this pic, the ice cream isn’t stuck to the container with the same horrible looking crystals. I have cheaper ice cream that had better quality than this. I will not attempt to eat this and I hate that I am melting my money down the drain... Somebody please refund me because this is a ridiculous mess, and I would’ve given it NO stars if there was an option to!",4.4
7_breyers,1,9,0,This is the second pint Ive purchased. The first one was great and had wonderful flavor. This second one was dried out with ice crystals and seems to have shrunk considerably in size. Also hard as a rock with some sort of gummy coating surrounding it. Even if I let it sit out and thaw some Im not sure I want to eat it. This is something that is a splurge for me money wise due to the high cost. Im very disappointed and Im not sure I will be taking the risk again.,4.4
7_breyers,5,20,0,"Although plain chocolate ice cream is one of my least favorite ice cream flavors and I felt this pint got boring after a while, it deserves 5 stars for what it is and I think it will definitely appeal to those who do like chocolate! Like the cookies & cream pint, this flavor tastes much closer to real ice cream than Breyers other Delights flavors (mint/vanilla). No bitter taste or artificial sweetness that I could detect, just pure chocolate. I appreciated the notes of dark cocoa (rather than being only milk chocolate), but it also sort of reminded me of chocolate pudding or fudge pops. Dont get me wrong, theyre good and I enjoy them every once in a great while, but I can get a box pretty cheap and theyre not high in calories to begin with. I also feel like the texture in this pint was a little gummy compared to the others. I must say, however, Im very impressed with Breyers as this pint was filled to the rim and perhaps even a little past that! As far as Breyers Delights go, my personal ranking is: Cookies & Cream, Vanilla, Mint, then Chocolate, but I regularly eat a lot of the competitors lower calorie protein ice cream pints. I feel the more popular ranking for those not used to erythritol will be: Cookies & Cream, Chocolate, Vanilla, then Mint, since the first two are closer to real ice cream and the last two have more of an artificial sweetness prevalent. I would love to see Breyers take this chocolate base and do something more interesting with it, like peanut butter or brownie batter swirls! Or add some red food coloring, cheesecake swirls, and chocolate cake pieces for a red velvet flavor!",4.4
7_breyers,2,11,5,"I was a bit dissapointed right off the bat when I took the lid off. The look thru me off completely, there was a big spacing inside which I dont know if thats normal or if it was old. The texture was a bit grainy looking, and the color was blotchy. Not what I envision when I think of creamy chocolate. Breyers calling is not protein ice cream thats for sure. I have tried a few protein ice creams and honestly this one is one of the worst tasting ones. It left an after taste which was not appealing at all. Needless to say I only tried a few spoonfuls and the pint ended up in the garbage.",4.4
7_breyers,5,30,5,Tastes no different from regular chocolate breyers. I dont know how if the formula is any different but its super creamy. Beats any of the Arctic zero ice cream in texture and taste. Can be hard to find but its the best <300 cal per pint Ive had yet.,4.4
7_breyers,5,9,0,"This has an excellent chocolate taste. It can get really hard and difficult to scoop, but very good-tasting. My husband tried the mint chip and liked it as well. I look forward to trying other flavors",4.4
7_breyers,5,7,0,"The best thing about this is that there is no strange aftertaste. The chocolate is so rich and the texture is really creamy. When melted, it looks and tastes like cold brownie. Its so good. Beats Halo Top by miles. Im glad Breyers came out with this because its better and more affordable. Make more flavors!!!",4.4
7_breyers,2,28,25,I was super excited to try Breyers Delights creamy chocolate ice cream the 20g of protein and only 270 calories is a plus. Upon opening it looked anything but creamy and tasty but gave it a try. It tasted chocolaty but I also noticed an unpleasant after taste. I would have really liked to know that it contained erythritol which is a sugar substitute before buying because for me it could cause tummy upset. We usually like and purchase Breyers natural ice cream but I was quite unsatisfied with this product from Breyers.,4.4
7_breyers,3,1,0,"I bought Breyers Delights because it has fewer calories than Halotop. When I opened the carton, i was expecting it to be full to the top like the other brand, but it looked only 2/3 full and had freezer burn. What happened? It also was very hard. But when it thawed, it had a good chocolate flavor.",4.4
7_breyers,5,7,0,IMO it is very good. Nice strong chocolate taste but not as creamy as the two other brands with similar nutritional stats. Stronger chocolate taste then the other mentioned brands.,4.4
7_breyers,1,3,0,"As many of the other reviews noted, when I opened the container it was only approximately 2/3rd full. The ice cream had condensed down into a hard, unattractive texture. I did taste it. The taste is acceptable...not fabulous, but good enough for reduced calorie ice cream. Upon going back to the store I checked a number of the other containers and all were the same 2/3rds or less when you squeeze on the container. Too bad. Breyers, I really wanted to like this ice cream.",4.4
7_breyers,4,1,0,"Pleasantly surprised that it actually tasted like regular chocolate ice cream! The only thing I was disappointed about was that when I opened the container the ice cream had shrunk away from the sides and did not appear to be a full container (as several people have already mentioned). I tried to stick my spoon it it, but it was very hard. I let it sit out for about 30 minutes, and it softened up pretty well, and even seemed creamy. I love ice cream, but am trying to cut down on calories, so I have tried several brands of light ice cream, and Breyers definitely tastes the best.",4.4
7_breyers,5,3,0,"FIrst of all, I love ice cream, but am on a diet, due to medications and heredity. IF I ever want ice cream I have to pretty much have it a a meal, as it is so caloric. Anyway, I was browsing at my market and stumbled upon Breyers Delights. Let me tell you, I have tried many other so-called light or diet type ice cream type products and could not even try a second time, however, with the Breyers Delights, I WAS DELIGHTED! to say the least. I was VERY, VERY sceptical that it would be any good, but, hey, I have tried all the rest, why not one more. WOW! was I surprised. The chocolate flavor one, was absolutely FANTASTIC! I am thinking about how I can stock up on it since it was on sale. Highly recommend ice cream, for those of us who love Breyers but not calories. Thank you Breyers for an Ice Cream of Delightment!",4.4
7_breyers,5,4,0,"Ive always loved Breyers ice cream due to the taste and the very few ingredients they use. Ive tried halo top and was not happy with the taste nor the texture. Breyers has finally done it...the taste and texture is perfect! I just tried the chocolate, and the mint, and I am incredibly impressed! I highly recommend it!!",4.4
7_breyers,5,2,0,"This was so incredible tasting that I didnt feel the least bit guilty eating it. Ive been trying to cut down on sweets lately but had an ice cream craving and Breyers Delights hit the spot. Creamy chocolate was definitely a winner, but I cant wait to try the other flavors vanilla bean, cookies and cream, and mint chocolate chip!! The creamy chocolate was only 270 calories for the whole pint. I may or may not have eaten the whole pint. Ok, I did, but I dont feel bad about it.",4.4
7_breyers,5,4,0,"I have tried all the low fat pints. Halo Top, Enlightened, etc. This has the best chocolate flavor and no chalky aftertaste. Just let it sit out for a few minutes before you want it eat it, it gets extremely hard in the freezer.",4.4
7_breyers,5,2,1,"I was a little skeptical of a light ice cream, I would rather eat a little of something I love than a lot of something that doesnt taste good. I was pleasantly surprised with the Breyers delights Creamy Chocolate ice cream!! If I didnt see the package and this was just given to me in a bowl, I dont think I would know its a light ice cream! I did put it in a small bowl, mostly because I want to enjoy it a few times (otherwise I would have probably eaten the whole container!!) Im looking forward to trying the other flavors!",4.4
7_breyers,1,4,0,I just had two spoons of it and threw it in the garbage. It literally tasted like dry cocoa powder with ice.,4.4
7_breyers,5,1,0,"I bought a pint of the chocolate on a whim, even though I’m usually a Halo Top fan... man, am I glad I did! This ice cream is amazing!! It honestly tastes exactly like regular ice cream. It’s creamy, smooth and very chocolatly. I could not believe this was light ice cream. It’s so much better than any other light ice cream I’ve had. Not at all icy or lacking flavor. Thank you Breyers for creating this heavenly prouduct! Can’t wait to try all the the other flavors! After a taste of this, I have been converted into a loyal fan!",4.4
7_breyers,2,3,0,"I was very unimpressed by this ice cream. It was very hard, the container wasnt completely full just like the mint flavor I tried and I think the price isnt great which Is something I looked at while at the store. Unfortunately I would t try god again.",4.4
7_breyers,1,2,0,"We bought 2 pints of this ice cream at Winn Dixie, the first pint was great, soft and delicious. How ever the 2nd pint was as hard as a rock and 3/4 full. This ice cream taste like fudgecicles but a lot more expensive. We took the 2nd pint back and got another pint and it was the same exact way. We will never buy this ice cream again, I will stick to fudgecicles.",4.4
7_breyers,3,3,0,"I was really excited to try Breyers Delights Creamy Chocolate because I love ice cream but Im always looking for healthier alternatives that are delicious but still offer good nutrition. The good: Breyers Delights Creamy Chocolate has only 270 calories per pint, thats right, per PINT! It also has 20 grams of protein per pint, so youre not just eating empty calories. The okay: The ice cream had decent texture and taste as regular ice cream. It didnt taste too watery, and the chocolate flavor definitely came out. The bad: The aftertaste of the ice cream was very off-putting, and the pint, even though I tried it right after I got home from the grocery store (couldnt resist a taste before dinner!) was frozen solid. It was really hard to scoop, and even after I left it out for 20 minutes, I still didnt get a nice round scoop. Breyers Delight Creamy Chocolate didnt taste as creamy as I would have liked. The bottom line: Breyers Delight Creamy Chocolate is certainly a good alternative to regular ice cream, but dont expect it to taste as indulgent as a scoop of your favorite chocolate ice cream. Its great for people looking to make healthy choices, but the after taste and texture might be a bit off putting.",4.4
7_breyers,4,2,0,"I dont really know how to describe this stuff... Its a solid snack. It tastes like ice cream, not low-cal ice cream. Not chalky, not icy. Its definitely not as satisfying as some of the fancy full fat stuff, but I wouldnt have thought it was healthy-ish. Will definitely be considering this for future sweet tooth cravings.",4.4
7_breyers,5,3,1,Cant hide the excitement everytime i go to the icecream isle. The breyers delights is the new released icecream and they are in pint so you could try any flavors without having to buy by gallons. I tried the creamy chicolate and it was fantastic. It was so creamy and chocolatey i cant stop from scooping. My family loves it too so will definitely buy more and try the other flavors,4.4
7_breyers,5,1,0,"This was the perfect way to satisfy my sweet tooth without sacrificing calories. The Breyers delights Creamy Chocolate flavor is a chocolate lovers dream. While the ice cream had a slightly different consistency compared to other ice creams, it wasnt noticeable after the initial bite. I was able to enjoy this for dessert without feeling guilty, which is the best feeling! I am excited to try the other flavors soon!",4.4
7_breyers,1,2,0,So disappointed in Creamy Chocolate delights. I have had other low cal ice cream that is far superior. Save you hard earned dollars,4.4
7_breyers,4,2,0,The taste was ok but not a true creamy chocolate to die for.,4.4
7_breyers,5,1,0,"Hands down the best low calorie ice cream...coming from a lifelong chocoholic. If my memory serves me well Ive had a passion for anything chocolate since I was about 4 years old, and I particularly fancy chocolate ice cream or any ice cream with some form of chocolate in it. One would not think I am health conscious with a history like that but I work hard to find a healthy balance and weight. I have tried several other light ice creams and they all have an odd funky taste to me. Until I tried Breyers Creamy Chocolate. Its the real deal if you are looking for a full flavored rich chocolate taste with no Oddish taste. The only thing that prevents me from having this in my freezer on a regular basis is the price. Its a minimum of $5 at any store in my neighborhood and unfortunately I have not seen any coupons that are available to help offset the cost. If youre a chocolate fan or an ice cream fan do yourself a favor and try this one.",4.4
7_breyers,5,1,0,"Ive tried all the others and this Breyers Cream Chocolate is definitely the best. Just the right chocolate too...... not light, more of a dark chocolate. I ended up eating half the container and had to keep reminding myself that was only 135 calories. Im going back to Winn Dixie to buy the 3 that are still there.",4.4
7_breyers,5,1,0,"Bryers Delights in Creamy Chocolate is a great tasting ice cream, not overly sweet. It is very creamy and smooth, and I really love that it has 20 g of protein and only 270 calories per PINT! I just might eat the whole thing by myself, and that would totally be okay!!",4.4
7_breyers,5,1,0,"The creamy chocolate is really good, to me it has a silky chocolate taste. Its really smooth and full of chocolate flavor. The color was great, but around the edges it looked a little darker. I really like how it smells. All around I think this was a great ice cream.",4.4
7_breyers,3,1,0,"First and foremost, in my area, for some reason, its only available at a couple of pharmacy chains. Why not at Walmart or Meijer ? This means its too expensive. The price at the local Rite-Aid is $6.29 for a pint, no matter what the flavor !!! REALLY ??? I almost did not buy it, but I thought what the heck, Ill try it. Heres the result: 1. Flavor is fine, but about average. 2. Like other commenters have stated, it looks like Breyers preformed the product and then put it in the container. The ice cream doesnt even touch the edges of the container. I was actually able to turn the container over and remove the entire contents out of it. And when you open the lid, its not very visually appealing. I wont buy it again... not for the price. I can buy a whole half gallon of chocolate Breyers at Walmart or Meijer for about half the price. Sorry, Breyers, you didnt do this one right. Your distribution in my area is no good. I mean, why do I have to go to a PHARMACY to buy ice cream ? Thats ridiculous.",4.4
7_breyers,5,1,0,The Creamy Chocolate was delicious. I actually enjoyed it more than Halo Top. The consistency was great and the taste was close to plain chocolate ice cream. Its refreshing to have a product that tastes like the original but doesnt have all the guilt.,4.4
7_breyers,5,1,0,"Taking my first bite was so yummy it was soft, and creamy and light. I could taste cocoa and it was such a delight. It even better in a cone! Best part of this all is that the entire pint is 270 calories!!! Im so happy to have found this ice cream!",4.4
7_breyers,5,1,0,So good! I tried the creamy chocolate and it was amazing! Ive had halo before which I like but this is up there! I would say its better! Hopefully there will be more flavors (like the normal breyers ice cream but in the delights version) soon! :),4.4
7_breyers,5,1,0,"I am pregnant and the creamy chocolate hits my sweet tooth without the calorie intake, so I can enjoy wothout so much guilt. Its chocolate and creamy and delicious. I cannot wait to try other flavors in this line!",4.4
7_breyers,4,1,0,"It took me a while to find it, after going to 3 store with no luck I finally found it. with that said, it is a very nice creamy chocolate ice cream, nothing really different then any other nice chocolate ice cream.",4.4
7_breyers,5,1,0,"This chocolate ice cream cannot be as low in calories as advertised, but it is! Its that wonderful and creamy. I am so very pleased with it and have told my whole Weight Watchers group about it. I tell everyone!",4.4
7_breyers,4,1,0,This ice cream was great and seemed much more fancy than the Breyers I am used to. I love their traditional ice cream as well but this made me feel like I was treating myself to an extra special chocolate treat.,4.4
7_breyers,1,1,0,Such a great flavor and creamy consistency at such low calorie which is great until i re-read the nutrition info (of course after I finished it!) And noticed 68 Whopping carbs! So very disappointed!,4.4
7_breyers,5,1,0,It tastes so good I couldn’t believe the whole pint was only 270 calories! Way better than other high protein low cal brands!! This was my first time trying it and I can’t wait to get more!,4.4
7_breyers,2,1,0,"I am not sure if this pint had been damaged before we got it, but the contents were hard, dry, and cracked. The flavor was fairly good, but the texture was not like a good ice cream.",4.4
7_breyers,4,1,0,This low calorie ice cream is a WINNER ! Creamy and Delicious.. So much better than Halo.. Breyers Delights has won me over as a consumer..,4.4
7_breyers,5,1,0,This is the creamiest of the low fat icecreams on the market. I told my friends run do not walk to your supermarket!!,4.4
7_hd,5,2,0,"i agree with every good sentiment left by the other reviewers. It is the all-time best ice cream bar. I would patron any place that carried them. But, little by little, it disappeared and I can no longer find them. Are they discontinued?",4.8
7_hd,5,2,0,Omg. At first I was buying another brand of almond ice cream. Oneday i tried this bar and I was hooked. By far the best ice cream ive ever had. The only problem is i cant find it by the big box the dollar general only has single bars! Im good with that though!!,4.8
7_hd,5,3,0,"Wondering why I have such a difficult time finding the gelato bars stores are well stocked with ice cream bars.I go to 3 to 4 stores 3x a week looking. Sams,Krogers,Randalls, ,Targets and HEB.Is there some way I can get them.Ice cream hurt my stomach the gelato does not and it taste better to me",4.8
7_hd,5,3,0,"This is the only bar worthy to buy every time to satisfy your need for a frozen treat. The gelato inside is creamy and smooth, and not even a careless supermarket can ruin it with their melt & re-freeze tactics that cause crystals. This is due to the gelato being so fine it doesnt have the air bubbles like typical ice creams that can be ruined fast during shipping and storage. So when you want good quality - the supermarket is least likely to ruin your experience if you choose the gelato bar. Then you have those caramel ribbons in between the gelato - very nice, not hard, not too liquid, just right to go with the smooth gelato. And on top theres the real chocolate with crunchy pizzelle bits that finish a perfect experience of chocolate with a satisfying crunch.",4.8
7_hd,5,4,0,"Okay so the other day I was walking back from the supermarket and it was a hot day, I decided to stop by the gas station and I was trying to decide between come ice creams that I love or this brand which I haven’t had in well over 5 years. I decided the get the cookie exterior since I’m not a fan of almonds or whatever... ohhhh myyyy G!!! It was fantastic!!! The outside has a chocolatey sweet exterior with a delicious and simple interior of perfect vanilla and just the right amount of salt from the caramel!!! My new favorite forever even if I spent like $5 for one bar. Sooo much better than ben n jerries and doesn’t make me feel sick afterwards! Thank you!!!",4.8
7_hd,2,3,2,The base recipe has been changed. Haagen Daaz used to be very creamy with a rich mouth feel but thelast two pints I tried tasted more like ice milk instead of ice cream. I will be switching to other brands that are still premium quality.,4.8
7_hd,5,2,0,this is got to be the best gelato and remain problem is I cant ever find stores they keep it in stock I bought five boxes at a time believe me they are that good,4.8
7_hd,5,2,0,I get these bars all of the time as an end of the day treat. They have the perfect amount of caramel and gelato. They do not disappoint. My roommates and I always have to buy multiple boxes because they disappear so quickly.,4.8
7_talenti,4,4,1,"Every bite has tons of ground coconut, really yummy. This is very soft gelato, very easy to skim layer by layer. I do wish this had either vanilla bean, or pineapple, this would just be amazing if it had either or.",4.5
7_talenti,5,4,1,"It is so decadent, it lifts my mood with every spoonful. This is one of those items you stumble upon once in a blue moon and never let go.  Oh and what about the container in comes in, I use them to store sugar packets, seasonings, etc... Theyre air tight and perfectly suited for RV. Ive purchased the larger size at big box store.  So yummy!!!:)",4.5
7_talenti,5,11,4,This flavor is literally the greatest flavor that has entered my mouth since I was born! I am in my mid 30s and have never found a perfect blend of flavors until now. I cannot recommend this enough!,4.5
7_talenti,5,4,0,I think this is he best coconut Gelato Ive had. After reading the reviews of no coconut flavor I was in somewhat disbelief. Ive lived on a coconut farm for nearly 20 years. This taste like a fresh coconut. My assumption is that those that cannot taste it are either smokers or used to artificial coconut flavored cookies and snacks. By far the best coconut ice cream product Ive had!,4.5
7_talenti,5,14,2,"My son had thus, so I tried it. I dont even like coconut and this was amazing. Had to force myself to stop eating it or I would have polished the whole container off. Yum!",4.5
7_talenti,5,11,2,"I opened the container and first noticed the creamy texture and delicious aroma. I filled my spoon full of the heaven on earth flavor... Im hooked. I cant get enough. I need my fix everyday, even if its just a spoonful.. but who am I kidding... I can never stop at a spoonful. Before I know it, its gone. My son tried to eat a small portion but I gave him the directions to the nearest store to get his own stash. I will not share this. Its my precious!! I finally admitted I have an addiction today. I have a problem. Hi, my name is Karen and Im a Caribbean Coconut addict.",4.5
7_talenti,5,26,6,Ok so Im so addicted to this ice cream its not even funny!! I am literally in need off some right now been driving around liking for some and cant find them because their sold out everywhere!! The best! These are the containers I finished in less than a week!! Its getting serious!v the addiction is real! Please make bigger sizes! Thank you for making such a great flavor!,4.5
7_talenti,5,2,0,"I am from the Caribbean and this ice cream reminds me of the days when my parents used an ice cream bucket with turn handle to make the best ever coconut ice cream. Please dont change a thing, just add grape nut and rum and raisin flavors to your line up and I will be in heaven.",4.5
7_talenti,5,2,1,"I went to Italy for two weeks last year. A family member who went to Italy before said one of our goals should be to eat gelato everyday we were there. We almost made that goal. The talenti Caribbean Coconut flavor is exactly like the best coconut gelato I experienced while in Italy. Thank you talenti for great texture, quality, and flavor here in America.",4.5
7_talenti,5,1,0,Best thing I probably have tasted in YEARS. Thanks for a great product Talenti!,4.5
7_talenti,5,1,0,"This is by far the best ice cream (gelato) I have eaten. I have tried several Talenti flavors, all are good, but this is my favorite.",4.5
7_talenti,5,1,0,This is by far the most incredible tasting dessert Ive ever had outside of a 5 star restaurant. The flavors are so simple and pure. Just exquisite!,4.5
7_talenti,3,4,3,"Dont get me wrong. Is super smooth, sweet and delicious... but it is more of a vanilla flavor than coconut itself. I was craving the coconut and is just not there. :(",4.5
8_bj,5,1,0,New favorite ice cream. Ate all of it in one night. Heck yeah,4.3
8_bj,5,1,0,"If you like Mexican hot chocolate, you’ll like this! It’s delicious!",4.3
8_bj,5,1,0,"Please make this a permanent flavor. It’s one of the most unique, delicious flavors you’ve ever produced.",4.3
8_bj,5,1,0,"Oh my gosh, I loooooooove the mixture of chocolate and spicy brownies! It reminds of Mexican hot cocoa. I vote to keep this flavor forever!",4.3
8_bj,5,2,1,Was first time trying and Im addicted the spicy fudge brownies paired with the sweet chocolate ice cream and cinnamon bun dough is to die for thanks @Ben&Jerrys for the best Ive cream always - Ricco,4.3
